Occupation,Lifespans
Victoriano Lorenzo,[45]
Basildon,[81]
The Great Atlantic & Pacific Tea Company,"[97, 93]"
International Film Festival Rotterdam,[51]
Track cycling,[84]
Stunt,"[84, 65]"
Mosaic,"[85, 72]"
Interior architecture,[87]
Sturmbannführer,[42]
Youth Aliyah,[46]
Merck Group,[69]
Diving,"[94, 87]"
Organisation Todt,[71]
International Red Cross and Red Crescent Movement,"[79, 78]"
Cadastre,[76]
Traffic engineering (transportation),[63]
Swordsmanship,[72]
Sveriges Television,[89]
Sveriges Radio,[89]
Docent,[89]
Habsburg Monarchy,[71]
Neuroscience,[83]
Akizuki clan,[38]
Toyotomi clan,[38]
Norwegian America Line,[80]
Den norske Creditbank,[80]
Norcem,[80]
Bjølvefossen,[80]
Stipendiary magistrate,[74]
Shiromani Akali Dal,[53]
Ferry,[79]
Carving,[78]
Association of Muslim Scholars,[74]
Clarendon College (Texas),[76]
Hawker Siddeley,"[70, 81]"
Maize,[75]
Dairy farming,[75]
Canyon Texas,[63]
United States Maritime Administration,[81]
Paralegal,[64]
Dialectology,[77]
George V,[77]
Southern Pacific Transportation Company,[77]
Victorian Railways,[77]
John Milton,[87]
Arizona Rangers,"[50, 75]"
Lawman (TV series),[77]
Columbia Pictures,[67]
Patent,[77]
Motorcycle safety,[82]
North American Van Lines,[68]
Greengrocer,[74]
Preservation (library and archival science),[86]
Hobo,"[75, 62]"
List of instruments by Harry Partch,[73]
Screen printing,[92]
Builder,[60]
Beerhouse,[60]
Special constable,[60]
Royal United Services Institute,[81]
Shamisen,[105]
Seitai,[65]
Technical director,[55]
Firestone Tire and Rubber Company,[70]
Amateur boxing,[63]
Antistes,[71]
Deutsche Bundesbahn,[87]
National People's Army,[54]
History painting,[67]
South Asia,[53]
Polish–Lithuanian Commonwealth,[63]
Electorate of Saxony,[63]
Condor Flugdienst,[81]
Cosmopolitan (magazine),[90]
Mental health,"[54, 68]"
Medical education,[89]
Columbia University,"[72, 89]"
Medical psychology,[72]
Sex therapy,[66]
Registrar (museum),[95]
School,[74]
Suez Canal Authority,[53]
Chef d'escadre,[68]
Duke of Rohan,[39]
Cinémathèque Française,[63]
Nestlé,[76]
Airbus,[92]
Cultivation of tobacco,[31]
United States Maritime Commission,[76]
Society of Antiquaries of London,[81]
Landed gentry,[81]
United States Ambassador to Honduras,[52]
Crab fisheries,[78]
Bolckow Vaughan,[72]
Change ringing,[90]
Standardbred,[67]
Street sweeper,[69]
Patent examiner,[71]
Common Serjeant of London,[84]
Colonel (United Kingdom),"[82, 74, 76, 91]"
Viscount Gage,[87]
Union (American Civil War),[69]
Public works,"[66, 73]"
Spokesperson,"[90, 97]"
Lapidary,[90]
Investment broker,[80]
United States Naval Observatory,[85]
High sheriff,"[64, 73]"
High Court judge (England and Wales),[65]
Lacrosse,[42]
United States Chamber of Commerce,[77]
Selection (Australian history),[84]
Almoner,[87]
Savoy Palace,[87]
Institute for Creation Research,[88]
Wheat,[69]
Girdling,[69]
Groom of the Stool,[54]
Harvard Medical School,[71]
Herkimer (town) New York,[86]
Admiralty law,[87]
Slaughterhouse,[88]
Elizabeth I of England,[65]
Recusancy,[28]
Evangelicalism,[72]
Henry Weinhard's,[74]
Royal Victoria Regiment,[75]
Glass,[56]
Diocesan administrator,[35]
Referee (association football),"[80, 83]"
List of cryptographers,[70]
List of Star Trek production staff,[60]
Marxist historiography,[88]
United States Ambassador to New Zealand,[95]
Speleology,[89]
List of colonial governors of Samoa,[86]
The Strand Magazine,[80]
New South Wales Legislative Assembly,[74]
Teachers Insurance and Annuity Association,[70]
Merrill Lynch,[70]
Assistant Secretary of the Treasury for Financial Stability,[70]
Missouri,[94]
List of cattle breeds,[70]
Middleweight,[89]
Futurist,[61]
Radio station,[78]
United Farmers of Canada,[82]
Safety,[78]
Canadian Expeditionary Force,[91]
Party secretary,[104]
Fascism,[39]
Ethiopia,[48]
Distribution (business),[68]
Unani medicine,"[81, 56]"
Battle of Okinawa,[75]
University of London,[74]
Sawyer (occupation),[76]
Speaker of the Texas House of Representatives,[75]
Art forgery,[58]
Hatamoto,[79]
Fur farming,[32]
Retread,[28]
Honolulu Police Department,[84]
Lists of composers,[62]
Korean Christian Federation,[81]
University of the Ryukyus,[84]
Thapar Group,[63]
Therapy,[75]
Censorship,[64]
Zyklon B,[42]
Speechwriter,[71]
ZDF,[101]
Switzerland,[62]
Traffic psychology,[82]
German Mine Sweeping Administration,[81]
Romanism,[77]
Billa (supermarket),[98]
Criticism of religion,[90]
Kavishari,"[93, 85]"
Razakars (Hyderabad),[68]
Abraham Gottlob Werner,[77]
Prospectors & Developers Association of Canada,[81]
Abbess,[69]
Biological anthropology,[94]
Progressive Era,[75]
Nishi Shiki,[75]
Okinawa Airakuen Sanatorium,[89]
Kadhaprasangam,[82]
Chilkoot Pass,[57]
Chapter clerk,[82]
Cricket Australia,[78]
Cell biology,[85]
University of Tokyo,[65]
Holiday Inn,[90]
Porter (railroad),[47]
Jazz guitar,[83]
Tyrrell Racing,[77]
Advantage gambling,"[52, 76]"
Midland Bank,[87]
Law enforcement in the United Kingdom,[83]
The Advocate (Louisiana),[71]
Lockheed Corporation,[89]
Piasecki Helicopter,[89]
Embry–Riddle Aeronautical University,[81]
Alaska Air National Guard,[87]
Quartermaster Corps (United States Army),[27]
Selma Texas,[81]
High Sheriff of Merseyside,[94]
Ministry of Defence (United Kingdom),[82]
Defence Intelligence,[82]
Federated Miscellaneous Workers' Union of Australia,[56]
Warehouseman,[56]
Bengalis,[82]
Bengal Presidency,[92]
Kapitan China,[70]
Pearl,[57]
North Korea,[48]
Eternal President of the Republic,[82]
Combat medic,[88]
Tarento,[81]
Sky King,[74]
Macedonian Orthodox Church – Ohrid Archbishopric,[79]
Mandali,[100]
Nature,[93]
Evangelical Church of Westphalia,[85]
Nisei,[62]
TVB,"[77, 81]"
Klepht,[45]
Ministry of Infrastructure Transport and Networks (Greece),[81]
Ministry of Justice Transparency and Human Rights,[81]
Telangana,[77]
Doorman (profession),[94]
List of Indian independence activists,[84]
Bharatiya Janata Party,[87]
Pergamon Museum,[63]
Ludwig Maximilian University of Munich,[50]
Conservation biology,"[93, 90]"
Hospitality,[73]
İzmir Province,[60]
Bitlis Province,[60]
Mardin Province,[72]
Aizsargi,[46]
Funeral home,[82]
Deputy superintendent,[69]
Thiruppugazh,[86]
Indian Institute of Management Calcutta,[93]
Food Corporation of India,[93]
Competitive eating,[64]
Microwave oven,[89]
Prefecture of Police,[46]
Aldi,[88]
Trader Joe's,[88]
Messerschmidt,[48]
Berliner Tageblatt,[75]
Stirling Alberta,[77]
Missionary (LDS Church),[77]
Infection,[96]
New Academy (Moscopole),[71]
New York State Department of Transportation,[85]
Intestacy,[64]
Congress of the Confederate States,[69]
Kentucky House of Representatives,[69]
United States Congress,[81]
Wood engraving,"[75, 72]"
Fellmonger,[58]
Charcoal,[70]
Glass production,[95]
Governor of Tasmania,[65]
Bureau of Prohibition,[90]
Western Union,[85]
United States Assistant Secretary of War,[85]
Corvallis Oregon,[70]
Lord,[88]
Baron,"[88, 75]"
Glazier,"[82, 67]"
Iron founder,"[46, 88]"
Highland Capital Partners,[66]
Peerage of England,[53]
Prison warden,[75]
Louisville Kentucky,[76]
Chief of police,[76]
Alkali,[63]
Party organizer,"[92, 84]"
Storekeeper,[37]
British people,[79]
The Silent Service (TV series),[70]
Chaga people,[92]
Daguerreotype,[73]
Trappists,[53]
Australian Army,[99]
European exploration of Australia,[63]
High Sheriff of Warwickshire,[54]
Supervisor,[68]
Slavery in the United States,[54]
Metaphysics,[44]
President of the United States,[75]
New England Telephone and Telegraph Company,[75]
List of aviation pioneers,[101]
Isatis tinctoria,[63]
Malt,[63]
Chapel,[71]
Knight Marshal,[60]
Atlantic slave trade,[39]
Dover New Hampshire,[64]
Construction surveying,[72]
Young Electric Sign Company,[76]
Laird,[78]
Canons Regular,[91]
Supreme Court of Virginia,[52]
Pravda,[73]
Aftenposten,[73]
Schibsted,[73]
Hustling,[81]
Italian Renaissance,[88]
Background artist,[73]
New York Philharmonic,[71]
Seattle Chamber Music Society,[71]
Battersea Dogs & Cats Home,[82]
Toronto Blue Jays,[66]
Building control officer,[78]
Antarctica,[61]
Sarawak,[88]
Australian Workers' Union,"[87, 68]"
Underground press,[33]
Assassination,[42]
Prop comedy,[63]
Ringmaster (circus),"[80, 94]"
Software engineer,[55]
Pearl hunting,[64]
Mercury Records,[52]
Quantity surveyor,[114]
Lord Mayor of Cork,[36]
Grand Inquisitor,[78]
Bata Shoes,[56]
City University of New York,[89]
Caribbean Broadcasting Corporation,[82]
ITV Granada,[94]
Erich Maria Remarque,[62]
Oil Chemical and Atomic Workers International Union,[76]
Ffdler,[72]
Hardanger fiddle,[64]
Norwegian resistance movement,[46]
Ministry of Communications and Information Society (Romania),[64]
Ministry of Public Finance (Romania),[64]
Pukka Pies,[83]
Saraswati veena,[72]
Tax assessment,[85]
Tung Wah Group of Hospitals,[93]
Mongolist,[58]
Orient Overseas Container Line,[70]
Vocal jazz,[72]
PTTK,[69]
Turkish women in academics,[74]
Turkish women writers,[74]
Charles X of France,[47]
Colonel General (France),[47]
Musketeers of the Guard,[47]
Industrial engineering,[72]
Nadaswaram,[58]
Ethicist,[91]
The gospel,[90]
Geodesy,[72]
Gliding,[92]
Supreme Soviet of Russia,[77]
Asian Development Bank,[104]
Okinawa Prefecture,[68]
Vakil,[34]
Heritage USA,[65]
Christian music,[65]
University of California Santa Barbara,[84]
Turkish tambur,[69]
Cantonese opera,[67]
Japanese language,[85]
Russians,[85]
Culturology,[85]
Rangatira,[66]
Creative consultant,[79]
Snooker,[91]
Animated cartoon,[66]
MGM Resorts International,[68]
Politics of the Falkland Islands,[68]
Royal Falkland Islands Police,[68]
Wagon Train,[76]
Serbs,[40]
Gusle,[40]
Oral storytelling,[40]
Tamil language,[71]
Delhi,"[86, 87]"
Dzhigit,[55]
Rogue (vagrant),[66]
Adirondack Mountains,[74]
Movie Star,[73]
Triathlon,[65]
Geet (song),[55]
Western Washington University,[84]
Uzbek language,[74]
GKN,[72]
Pilkington,[72]
Thunderbird School of Global Management,[65]
Kabbalah,[84]
The Forward,[52]
New York City Council,[52]
Riga,[78]
Skepticism,[79]
Rationalism,[79]
Calvin Coolidge,[97]
Sideman,[91]
Member of the Provincial Assembly,[69]
East Lothian,[88]
Duke of Edinburgh's Royal Regiment,[74]
Wiltshire Regiment,[74]
List of members of the judiciary of Jersey,[62]
Ammunition,[87]
Comptroller of Puerto Rico,[82]
Muskogee Police Department,[72]
State University System of Florida,[63]
College football,[81]
Search and rescue dog,[11]
Camaldolese,[87]
Miss France,[94]
Jammu and Kashmir,[99]
Jammu and Kashmir Legislative Assembly,[99]
Kashmir,[99]
International Fur & Leather Workers Union,[87]
American Baptist Association,[83]
Blackbirding,"[36, 50]"
New Mexico,[48]
Louisiana Purchase Exposition,[48]
Freedoms Foundation,[81]
Educational psychology,[86]
Agitator,[71]
Carnegie Steel Company,[72]
Architectural designer,[52]
Holt Manufacturing Company,[71]
American Gathering of Jewish Holocaust Survivors and their Descendants,[88]
Georgia House of Representatives,[85]
Israel Military Industries,[80]
South Africa,[80]
Governor of Sonora,[46]
Elbit Systems,[74]
Rennes,[62]
Lille,[62]
Melbourne Cricket Club,[82]
Engineers Australia,[82]
List of mayors and lord mayors of Melbourne,[76]
Recorder (musical instrument),[76]
Lord Lieutenant,[74]
Surveillance,[48]
Aquanaut,[34]
Craft unionism,[84]
Martin Marietta,[86]
Amusement park,[71]
Synchronised swimming,[87]
International Academy of Aquatic Art,[87]
Massachusetts Senate,[89]
List of governors of Kerala,[81]
Telugu language,[78]
Jain Irrigation Systems,[79]
Folk dance,[84]
Revolutionary movement for Indian independence,[87]
Dharmathakur,[60]
Tuba,[87]
Hawker Aircraft,[76]
Wild Bunch,[38]
Hockey,[82]
Kentucky Wildcats men's basketball,[82]
Galway,[102]
IDEO,[69]
Cooper Hewitt Smithsonian Design Museum,[69]
Made in Oregon (company),[71]
City of Gladstone,[86]
Oklahoma Senate,[70]
Mixing console,[77]
Hutchinson County Texas,[63]
Christian Coalition of America,[84]
Official Irish Republican Army,[48]
Sparrow Records,[86]
Myrrh Records,[86]
Sketch comedy,[69]
Portland Mavericks,[77]
Nassau Community College,[77]
Naismith Memorial Basketball Hall of Fame,[97]
Fashion,[72]
Oracle Corporation,[53]
Lisa McPherson Trust,[64]
National Baseball Hall of Fame and Museum,[84]
Boston Red Sox,[84]
History of the Boston Braves,[84]
Royal Society for the Protection of Birds,[71]
The Lawrence Welk Show,[79]
Weathercaster,[78]
Macmillan Cancer Support,[84]
Air officer,[76]
Batyr,[98]
Ottoman Egypt,[69]
Graphics,[72]
Russian Provisional Government,[46]
Wig,[23]
Koppers,[63]
Gaffer (filmmaking),[60]
Army Reserve (United Kingdom),"[76, 91]"
Charitable organization,[76]
Ferret,[67]
British Transport Commission,[78]
Speer Family,[79]
Russian Ground Forces,[71]
Airman,[89]
Electricity,[48]
Oakland Tribune,[88]
Snake,[65]
Liverpool Blue Coat School,[81]
King's College Cambridge,[80]
Fellow,[80]
Professor of Physiology (Cambridge),[80]
All Souls College Oxford,[78]
Detroit Red Wings,[95]
Showman,[71]
Pony Express,[71]
Barrett Technology,[83]
Chief operating officer,[83]
Home Guard (New Zealand),[79]
Systems science,[84]
Hindustan Times,[88]
Parliament of India,[79]
Vipassanā,[72]
Sikh,[59]
Guru Granth Sahib,[59]
Northern Province Sierra Leone,[68]
Sierra Leone Creole people,[68]
Subedar,[62]
Lower Canada,[76]
Metallurgical assay,[65]
Filibuster,[37]
Broadcast engineering,[62]
Motorcycling,[31]
International Movement ATD Fourth World,[82]
Scout (Scouting),[78]
Royal Warwickshire Regiment,[86]
Bureaucracy,[57]
International Distillers & Vintners,[88]
Heston Aircraft Company,[84]
British Aircraft Corporation,[80]
Nigeria,[94]
British Aerospace,[94]
Turning,[89]
Shandong,[59]
Magdeburg,[33]
University of California Riverside,[90]
United States district court,[65]
Cedar Point,[69]
Umpire (cricket),[76]
Vaughn College of Aeronautics and Technology,[92]
Orange (fruit),[64]
Morris dance,[31]
Venango County Pennsylvania,[73]
John Connally,[75]
Price Daniel,[75]
Spectroscopy,[97]
Abbot of Dunfermline,[81]
Sanitary engineering,[65]
Anatolia College,[85]
Land speed record,[82]
List of governors of Tobago,[72]
Aceh War,[70]
Ensign (rank),[67]
Chiropractic,[90]
Southern Rhodesian Legislative Assembly,[62]
British Motor Corporation,[65]
Rugby football,[65]
Shipfitter,[76]
List of diplomatic missions of the United Kingdom,[95]
Newport News Virginia,[74]
Mariners' Museum,[74]
Corporate lawyer,[86]
State adjutant general,[71]
South African Air Force,[23]
United States Military Academy,[71]
Western Airlines,[87]
Anchorage Alaska,[87]
Scottish Liberal Party,[96]
Parliament of England,[57]
Creationism,[93]
United States Armed Forces,[84]
Anne Boleyn,[90]
Caricature,[64]
Hartford Blues,[75]
Hamilton Ontario,[70]
LSU Tigers and Lady Tigers,[74]
English Electric,[75]
Senior colonel,[59]
Branch Davidians,[60]
United Service Organizations,[86]
Military Officers Association of America,[86]
Commissioner (The Salvation Army),[64]
Academic dress,"[78, 59]"
Parody,[69]
Livery,[52]
New York Yankees,[80]
List of Governors of Florida,[52]
Legislative Council of the Territory of Florida,[52]
Principal Architect (Western Australia),[78]
Meteoritics,[74]
Keeper of Mineralogy Natural History Museum,[74]
Milkman,[52]
American Sign Language,[76]
National Association of the Deaf (United States),[76]
Publix,[89]
University of Texas at Austin,[78]
Geophysical fluid dynamics,[88]
Baylor University,[73]
Colportage,[93]
Queen's University,"[68, 97]"
Bank of Montreal,[59]
National War Finance Committee,[59]
Supreme Court of Western Australia,[58]
Petroleum geology,[66]
Individualist anarchism,[60]
Radio Moscow,[72]
Crete,[58]
Institute for US and Canadian Studies,[87]
Religious philosophy,[65]
Federal Security Service,[72]
Buenos Aires,[42]
Lord Deputy of Ireland,"[57, 47]"
Lord High Treasurer of Ireland,"[57, 47]"
The Shubert Organization,[84]
New Mexico State University,[94]
Selenography,[68]
Planetary science,[68]
Birmingham City Police,[53]
Superintendent (police),[53]
NSU Motorenwerke,[78]
Hochschule,[59]
Lesotho,[64]
La Violencia,[84]
Ottawa,[88]
Black Panther Party,[64]
Israel Prize,[76]
HaKfar HaYarok,[76]
Garden design,[89]
Statistics,[78]
Lieutenant of the Tower of London,[54]
Third Order of Saint Francis,[66]
Video art,[83]
Electronic art,[83]
Hypnotherapy,[86]
Vocal coach,[80]
Broadcasting of sports events,[86]
Australian Army Reserve,[107]
Tweed Heads New South Wales,[107]
Venturi Automobiles,[80]
Nylænde,[69]
Bulgari,[76]
Peru,[28]
Phycology,[68]
Board of Control for Cricket in India,[63]
Spiritism,[69]
Plesetsk Cosmodrome,[90]
Moscow Institute of Thermal Technology,[90]
Traditional pop music,[87]
Postmaster General of the United Kingdom,[43]
Bell Telephone Company,[75]
Treasure hunting,[-1767]
Partisan (military),[31]
Presbyter,[31]
Public security,[80]
Prefect,[80]
Parliament of Albania,[69]
Church of Aphrodite,[69]
Plant physiology,[67]
Bowling for Dollars,[66]
Independent scientist,[82]
Museo del Prado,[83]
Bank of Spain,[83]
